ID;Year_Birth;Education;Marital_Status;Income;Kid_Home;Teen_Home;Total_Children;Days_Since_Last_Purchase;start_membership;Days_Since_Join;Amt_Wines;Amt_Fruits;Amt_Meat_Products;Amt_Fish_Products;Amt_Sweet_Products;Amt_Gold_Products;Total_Spend;Spend_Income_Ratio;Age;Num_Deals_Purchases;Num_Web_Purchases;Num_Catalog_Purchases;Num_Store_Purchases;Total_Purchases;NumWebVisitsMonth;Accepted_Cmp_1;Accepted_Cmp_2;Accepted_Cmp_3;Accepted_Cmp_4;Accepted_Cmp_5;Accepted_Last_Cmp;Complain
182;1946;5;3;44124.0;0;1;1;62;2013-05-11;4540;284;0;55;0;6;52;397;0.008997371045236152;79;4;6;2;5;17;8;0;0;0;0;0;0;0
203;1975;4;1;81169.0;0;0;0;47;2013-04-14;4567;1288;20;613;80;61;27;2089;0.025736426468232945;50;1;5;7;9;22;2;0;0;0;0;0;0;0
11025;1961;3;2;36443.0;1;1;2;9;2013-02-03;4637;65;0;46;4;3;20;138;0.0037867354498806356;64;4;3;1;3;11;8;0;0;0;0;0;0;0
10203;1990;3;1;26095.0;1;0;1;77;2013-06-30;4490;11;7;9;3;1;11;42;0.0016095037363479594;35;1;1;0;3;5;7;0;0;0;0;0;0;0
4607;1959;3;3;71367.0;0;0;0;24;2013-08-23;4436;227;23;389;42;21;75;777;0.010887384925806045;66;1;4;5;7;17;2;0;0;0;0;0;0;0
3711;1944;4;2;80184.0;0;0;0;19;2014-03-01;4246;1035;134;670;25;38;0;1902;0.02372044298114337;81;1;6;3;10;20;3;1;0;0;0;1;0;0
3696;1965;3;4;30630.0;1;1;2;67;2014-01-27;4279;27;1;12;2;0;10;52;0.0016976820111002284;60;2;2;0;3;7;7;0;0;0;0;0;0;0
2532;1987;4;1;73454.0;0;0;0;95;2014-03-01;4246;982;73;351;56;14;175;1651;0.02247665205434694;38;1;2;4;6;13;5;0;0;1;0;0;0;0
9214;1991;3;2;42691.0;0;0;0;48;2013-08-16;4443;179;2;64;38;17;58;358;0.008385842449228175;34;1;5;1;6;13;5;0;0;0;0;0;0;0
4943;1953;3;2;70503.0;0;0;0;73;2012-09-30;4763;1379;33;216;0;33;66;1727;0.02449541154277123;72;1;2;4;9;16;6;0;0;0;1;1;0;0
35;1987;3;2;25545.0;1;0;1;35;2012-09-08;4785;32;1;64;16;12;85;210;0.008220786846741044;38;3;2;2;3;10;6;0;0;0;0;0;1;0
2258;1986;3;2;32880.0;1;0;1;76;2012-12-04;4698;8;4;15;7;6;2;42;0.0012773722627737226;39;1;1;0;3;5;8;0;0;0;0;0;0;0
4322;1958;5;3;77863.0;0;0;0;20;2013-11-27;4340;881;38;319;16;25;12;1291;0.0165804040429986;67;1;4;5;10;20;2;0;0;0;0;0;0;0
713;1977;4;2;50353.0;0;0;0;72;2014-06-08;4147;141;15;153;67;31;35;442;0.008778027128472981;48;1;4;4;6;15;3;0;0;0;0;0;0;0
4702;1964;3;1;61839.0;0;0;0;20;2012-08-12;4812;1000;155;379;224;17;120;1895;0.030644091916104725;61;1;4;8;4;17;8;0;0;0;0;0;0;0
3281;1960;5;2;49154.0;1;1;2;69;2013-11-03;4364;206;10;67;30;27;71;411;0.008361476176913374;65;6;4;1;8;19;6;0;0;0;0;0;0;0
702;1975;2;6;47682.0;0;1;1;80;2013-02-15;4625;162;61;83;97;57;61;521;0.010926555094165513;50;4;4;3;8;19;5;0;0;0;0;0;0;0
2004;1969;3;1;72679.0;0;1;1;65;2013-09-18;4410;619;54;260;127;54;54;1168;0.0160706669051583;56;1;4;7;5;17;1;0;0;0;0;0;0;0
4769;1977;4;3;57954.0;1;1;2;52;2014-06-18;4137;456;4;24;0;0;9;493;0.008506746730165304;48;7;8;2;6;23;7;0;0;0;1;0;0;0
4437;1962;3;2;65316.0;1;1;2;65;2013-04-24;4557;112;6;92;3;9;38;260;0.003980647927001041;63;2;3;2;5;12;4;0;0;0;0;0;0;0
8724;1982;3;1;28567.0;1;0;1;57;2013-06-17;4503;11;3;22;2;2;6;46;0.0016102495886862465;43;2;2;0;3;7;6;0;0;0;0;0;0;0
10741;1951;4;3;47352.0;0;1;1;70;2013-04-11;4570;172;12;112;8;0;15;319;0.006736779861463085;74;4;6;1;5;16;7;0;0;0;0;0;0;0
1991;1967;3;3;44931.0;0;1;1;0;2014-01-18;4288;78;0;11;0;0;7;96;0.0021366094678507046;58;1;2;1;3;7;5;0;0;0;0;0;0;0
6931;1967;3;4;76982.0;0;0;0;19;2014-02-15;4260;464;151;292;65;60;30;1062;0.013795432698552908;58;1;8;3;4;16;4;0;0;0;0;1;1;0
11096;1952;2;3;57247.0;0;1;1;50;2013-08-08;4451;99;4;32;37;54;6;232;0.0040526141107830975;73;2;2;1;7;12;2;0;0;0;0;0;0;0
304;1981;4;1;22944.0;1;0;1;67;2013-12-23;4314;19;3;19;4;5;26;76;0.003312412831241283;44;3;3;0;3;9;7;0;0;0;0;0;0;0
3665;1977;2;3;25315.0;1;0;1;46;2013-11-07;4360;1;9;8;11;3;22;54;0.002133122654552637;48;3;3;0;3;9;8;0;0;0;0;0;0;0
10591;1969;3;6;43638.0;0;1;1;37;2012-08-06;4818;63;10;83;7;19;19;201;0.0046060772721022965;56;2;4;1;4;11;7;0;0;0;0;0;0;0
5036;1984;5;1;42710.0;1;0;1;38;2012-11-28;4704;252;3;42;4;3;102;406;0.009505970498712246;41;2;4;5;3;14;6;0;0;0;0;0;0;0
5547;1982;5;2;84169.0;0;0;0;9;2013-08-07;4452;1478;19;403;0;19;0;1919;0.02279936793831458;43;1;7;6;6;20;3;0;0;0;1;1;1;0
7822;1976;3;3;54058.0;0;1;1;56;2013-06-04;4516;198;18;252;32;108;54;662;0.0122461060342595;49;2;4;6;8;20;3;0;0;0;0;0;0;0
8541;1990;2;2;24683.0;1;0;1;98;2014-03-08;4239;8;4;10;6;7;6;41;0.0016610622695782523;35;2;2;0;4;8;5;0;0;0;0;0;0;0
10955;1964;3;6;85620.0;0;0;0;68;2014-01-07;4299;416;46;925;60;107;46;1600;0.01868722261153936;61;1;3;6;4;14;1;0;0;0;0;0;1;0
4368;1980;3;2;47850.0;1;0;1;72;2013-12-03;4334;42;7;43;20;12;10;134;0.002800417972831766;45;1;3;0;4;8;6;0;0;0;0;0;0;0
9671;1968;3;2;19514.0;1;1;2;47;2014-01-26;4280;14;3;21;2;1;28;69;0.0035359229271292405;57;4;3;1;2;10;8;0;0;1;0;0;1;0
2256;1973;4;2;27159.0;1;1;2;33;2014-03-29;4218;17;0;3;0;0;1;21;0.0007732243455208218;52;2;1;0;3;6;6;0;0;0;0;0;0;0
4279;1963;2;1;39548.0;1;1;2;87;2014-03-31;4216;15;4;10;3;4;18;54;0.0013654293516739153;62;2;1;1;3;7;3;0;0;0;0;0;0;0
5371;1989;3;1;21474.0;1;0;1;0;2014-04-08;4208;6;16;24;11;0;34;91;0.004237682779174816;36;2;3;1;2;8;7;0;0;1;0;0;1;0
9240;1971;5;1;60504.0;0;1;1;73;2014-02-07;4268;458;0;24;6;4;34;526;0.00869364008991141;54;2;6;2;8;18;6;0;0;0;0;0;0;0
9460;1963;3;2;22419.0;0;0;0;74;2013-04-18;4563;30;3;47;19;21;42;162;0.0072260136491368926;62;1;3;2;2;8;8;0;0;0;0;0;0;0
9504;1949;4;2;81698.0;0;0;0;4;2013-11-06;4361;179;28;520;111;123;47;1008;0.012338123332272516;76;1;3;8;13;25;1;0;0;0;0;0;1;0
8692;1952;3;3;43462.0;1;1;2;50;2012-09-12;4781;90;17;97;15;6;15;240;0.005522065252404399;73;6;4;1;5;16;8;0;0;0;0;0;0;0
448;1978;5;1;54880.0;1;0;1;57;2013-03-01;4611;308;85;137;102;45;118;795;0.014486151603498542;47;2;6;2;11;21;5;0;0;0;0;0;0;0
8314;1982;3;2;79908.0;0;0;0;30;2013-04-05;4576;557;129;761;29;185;111;1772;0.022175501827101166;43;1;5;6;7;19;2;0;0;0;0;1;0;0
8420;1970;2;2;15315.0;0;0;0;27;2013-08-03;4456;7;4;13;15;8;17;64;0.004178909565785178;55;2;2;0;4;8;5;0;0;0;0;0;0;0
3174;1959;3;3;87771.0;0;1;1;61;2013-05-22;4529;1492;38;287;50;57;33;1957;0.022296658349568763;66;1;5;10;4;20;6;1;1;0;1;1;1;0
7685;1978;3;2;33039.0;1;0;1;4;2013-09-09;4419;30;8;12;8;8;12;78;0.002360846272586943;47;1;2;0;4;7;5;0;0;0;0;0;0;0
3179;1980;3;1;81741.0;0;0;0;75;2013-06-16;4504;249;153;940;58;134;38;1572;0.01923147502477337;45;0;6;6;7;19;2;0;0;0;0;0;0;0
9780;1971;4;3;71499.0;0;1;1;12;2013-06-25;4495;465;25;132;136;0;37;795;0.011119036629882936;54;2;8;3;13;26;4;0;0;0;0;0;0;0
10681;1970;2;2;62466.0;0;1;1;13;2014-01-15;4291;129;129;259;168;121;83;889;0.01423174206768482;55;5;6;3;12;26;4;0;0;0;0;0;0;0
10232;1963;5;4;48799.0;0;1;1;9;2013-11-05;4362;174;18;81;28;6;24;331;0.006782925879628681;62;3;3;2;7;15;3;0;0;0;0;0;0;0
4184;1950;5;3;52157.0;0;1;1;48;2014-06-07;4148;189;2;29;3;2;40;265;0.005080813697106812;75;2;3;2;5;12;4;0;0;0;0;0;0;0
9120;1962;3;1;66565.0;0;1;1;80;2012-12-05;4697;747;10;161;65;40;42;1065;0.015999399083602494;63;4;4;2;9;19;8;0;0;0;0;0;0;0
891;1951;4;3;29298.0;1;1;2;60;2013-09-07;4421;6;0;2;2;0;1;11;0.00037545224930029354;74;1;1;0;2;4;5;0;0;0;0;0;0;0
10381;1979;3;1;47691.0;0;1;1;43;2013-07-05;4485;14;0;3;0;0;4;21;0.00044033465433729633;46;1;1;0;2;4;6;0;0;0;0;0;0;0
3525;1970;3;3;38200.0;1;1;2;19;2012-12-07;4695;12;0;4;0;0;1;17;0.0004450261780104712;55;1;1;0;2;4;7;0;0;0;0;0;0;0
6818;1974;3;2;44989.0;0;1;1;26;2012-09-12;4781;98;0;106;49;10;106;369;0.008202004934539554;51;5;5;1;5;16;6;0;0;0;0;0;0;0
3526;1968;5;2;38443.0;1;1;2;58;2014-01-27;4279;32;0;5;0;0;1;38;0.0009884764456468019;57;2;1;0;3;6;7;0;0;0;0;0;0;0
8181;1978;2;1;38593.0;1;0;1;42;2013-09-13;4415;51;12;49;17;24;24;177;0.004586323944756821;47;3;4;1;3;11;8;0;0;0;0;0;0;0
1029;1970;5;3;64413.0;0;1;1;27;2013-08-01;4458;200;5;44;0;10;20;279;0.00433142378091379;55;1;5;1;5;12;5;0;0;0;0;0;0;0
7369;1981;4;2;36959.0;1;0;1;56;2013-10-02;4396;25;6;25;6;0;0;62;0.0016775345653291486;44;2;2;0;3;7;8;0;0;0;0;0;0;0
2574;1977;5;2;61996.0;0;1;1;27;2013-01-31;4640;1050;12;144;0;0;24;1230;0.01983998967675334;48;3;6;4;8;21;5;1;1;0;1;0;1;0
8159;1968;3;2;51287.0;1;1;2;10;2014-04-01;4215;117;0;22;13;0;30;182;0.003548657554545986;57;3;4;1;3;11;7;0;0;0;0;0;0;0
1160;1970;3;2;13260.0;1;1;2;48;2013-08-23;4436;9;4;17;10;2;7;49;0.0036953242835595776;55;4;3;0;3;10;8;0;0;0;0;0;0;0
10242;1966;5;3;47472.0;1;1;2;39;2013-09-16;4412;56;0;11;0;0;8;75;0.0015798786653185035;59;2;2;0;4;8;5;0;0;0;0;0;0;0
5253;1956;4;3;54603.0;1;1;2;85;2013-07-09;4481;145;13;46;17;2;4;227;0.004157280735490724;69;6;4;2;4;16;7;0;0;0;0;0;0;0
5966;1974;5;2;45207.0;1;1;2;64;2012-11-10;4722;203;0;10;0;0;2;215;0.0047559006348574335;51;5;3;1;6;15;6;0;0;0;1;0;0;0
5081;1967;2;3;47821.0;1;1;2;54;2013-10-20;4378;9;0;16;6;6;10;47;0.0009828318102925494;58;1;1;0;3;5;8;0;0;0;0;0;0;0
5123;1951;4;2;27450.0;0;0;0;57;2013-04-15;4566;37;12;23;8;11;52;143;0.0052094717668488165;74;1;2;1;3;7;7;0;0;0;0;0;0;0
5756;1983;3;3;39453.0;1;0;1;64;2014-04-03;4213;46;0;7;0;0;2;55;0.0013940638227764681;42;2;2;0;3;7;6;0;0;0;0;0;0;0
8036;1971;2;3;26850.0;1;1;2;10;2014-04-18;4198;31;1;13;7;2;9;63;0.0023463687150837987;54;4;2;1;4;11;4;0;0;0;0;0;0;0
9058;1955;3;6;79800.0;0;0;0;65;2012-09-23;4770;1060;21;530;32;0;224;1867;0.02339598997493734;70;1;5;11;5;22;3;1;0;1;0;1;1;0
5057;1961;4;2;61794.0;0;1;1;74;2013-09-14;4414;264;47;188;54;47;11;611;0.00988769136162087;64;2;4;4;10;20;2;0;0;0;0;0;0;0
254;1955;3;3;53863.0;0;1;1;4;2014-05-17;4169;399;4;30;6;4;30;473;0.008781538347288492;70;3;7;1;7;18;7;0;0;0;1;0;0;0
4179;1959;3;3;24221.0;0;0;0;94;2013-08-20;4439;8;9;9;2;5;22;55;0.0022707567813054787;66;1;1;1;3;6;4;0;0;0;0;0;0;0
3710;1984;5;1;39684.0;1;0;1;41;2012-10-12;4751;19;0;35;6;4;17;81;0.002041124886604173;41;2;2;1;2;7;7;0;0;0;0;0;1;1
7627;1975;4;2;92163.0;0;0;0;25;2012-12-12;4690;817;183;797;106;163;20;2086;0.02263381183338216;50;0;5;11;5;21;2;1;0;0;0;1;1;0
4501;1965;4;1;69882.0;0;0;0;94;2013-11-10;4357;292;127;635;132;127;165;1478;0.0211499384677027;60;1;3;7;9;20;1;0;0;0;0;0;0;0
6424;1977;3;3;33178.0;1;0;1;9;2014-01-30;4276;12;6;2;11;2;16;49;0.0014768822713846525;48;1;1;0;3;5;4;0;0;0;0;0;0;0
3075;1972;5;2;59973.0;0;0;0;47;2013-09-11;4417;130;30;168;20;34;0;382;0.0063695329564970905;53;1;3;4;7;15;1;0;0;0;0;0;0;0
4992;1975;4;3;17459.0;1;0;1;12;2013-09-19;4409;6;4;16;3;10;30;69;0.0039521163869637435;50;3;3;1;2;9;7;0;0;0;0;0;1;0
5252;1969;3;4;23910.0;1;0;1;80;2012-10-26;4737;16;12;18;7;1;13;67;0.0028021748222501045;56;1;2;0;3;6;7;0;0;0;0;0;0;0
7444;1969;4;2;42169.0;1;1;2;20;2013-10-19;4379;19;0;9;0;0;2;30;0.0007114230833076431;56;2;1;0;3;6;8;0;0;0;0;0;0;0
6919;1978;2;2;26224.0;1;0;1;39;2013-06-04;4516;4;7;15;13;9;15;63;0.002402379499694936;47;3;2;1;3;9;6;0;0;0;0;0;0;0
3537;1981;3;3;31089.0;1;0;1;57;2012-08-17;4807;31;3;31;2;8;4;79;0.002541091704461385;44;3;3;0;4;10;8;0;0;0;0;0;0;0
10277;1961;3;1;30081.0;0;1;1;27;2013-02-21;4619;36;0;2;0;0;4;42;0.0013962301785180014;64;1;1;0;3;5;7;0;0;0;0;0;0;0
2453;1960;3;3;62807.0;0;1;1;83;2012-08-31;4793;526;28;135;10;21;99;819;0.013039947776521725;65;3;5;3;12;23;5;0;0;0;0;0;0;0
7972;1955;3;1;72906.0;0;0;0;79;2013-09-17;4411;400;32;519;71;75;54;1151;0.015787452335884564;70;1;3;4;9;17;1;0;0;0;0;0;0;0
895;1948;5;2;61467.0;0;2;2;69;2012-12-09;4693;410;16;114;0;5;49;594;0.009663721997169212;77;3;5;2;10;20;5;0;0;0;0;0;0;0
1177;1966;4;3;49618.0;1;1;2;77;2013-01-26;4645;80;3;26;4;2;14;129;0.002599862952960619;59;4;3;1;3;11;7;0;0;0;0;0;0;0
7141;1986;4;1;21888.0;1;0;1;15;2012-12-29;4673;88;10;46;2;3;64;213;0.009731359649122808;39;4;5;1;2;12;10;0;0;0;0;0;1;0
8477;1956;3;4;26150.0;2;1;3;61;2013-03-11;4601;5;1;13;3;5;1;28;0.0010707456978967496;69;1;1;0;3;5;7;0;0;0;0;0;0;0
2457;1975;1;2;30801.0;0;1;1;23;2012-10-26;4737;8;4;5;15;2;11;45;0.0014609915262491478;50;2;1;0;3;6;7;0;0;0;0;0;0;0
988;1965;3;2;81168.0;0;0;0;84;2014-05-07;4179;410;0;592;147;22;22;1193;0.014697910506603587;60;1;6;4;7;18;3;1;0;0;0;0;0;0
7930;1969;4;1;26877.0;0;0;0;74;2013-08-19;4440;101;13;76;20;18;40;268;0.009971350969230196;56;2;3;1;6;12;6;0;0;0;0;0;0;0
4587;1944;4;6;45006.0;0;0;0;90;2013-07-18;4472;162;25;53;16;0;10;266;0.005910323068035373;81;1;3;1;7;12;3;0;0;0;0;0;0;0
6682;1973;1;2;18978.0;1;0;1;41;2012-12-11;4691;2;8;1;4;7;15;37;0.0019496258826009064;52;1;1;0;3;5;8;0;0;0;0;0;0;0
10299;1969;5;1;48240.0;0;0;0;73;2012-11-09;4723;389;91;248;64;49;41;882;0.01828358208955224;56;3;6;3;13;25;5;0;0;0;0;0;1;0
3083;1974;3;2;45837.0;1;1;2;88;2013-07-26;4464;215;13;87;17;17;24;373;0.00813753081571656;51;5;6;2;5;18;7;0;0;0;0;0;0;0
8953;1965;4;1;35791.0;2;1;3;94;2013-05-06;4545;27;0;5;0;0;3;35;0.0009778994719342852;60;2;1;0;3;6;8;0;0;0;0;0;0;0
1503;1976;5;3;162397.0;1;1;2;31;2013-06-03;4517;85;1;16;2;1;2;107;0.0006588791664870657;49;0;0;0;1;1;1;0;0;0;0;0;0;0
8650;1978;3;6;54162.0;1;1;2;31;2013-03-18;4594;5;6;10;6;5;10;42;0.000775451423507256;47;1;1;0;3;5;4;0;0;0;0;0;0;0
10862;1960;4;2;30522.0;0;1;1;6;2012-08-17;4807;179;8;83;19;11;26;326;0.010680820391848502;65;5;1;2;9;17;2;0;0;0;0;0;0;0
2782;1961;5;2;54456.0;0;1;1;23;2013-07-11;4479;352;0;27;10;0;15;404;0.007418833553694726;64;3;6;1;7;17;6;0;0;0;0;0;0;0
6941;1971;3;1;31632.0;0;0;0;92;2013-07-14;4476;17;8;12;11;15;32;95;0.0030032878098128477;54;1;2;1;2;6;7;0;0;0;0;0;0;0
10972;1949;3;6;72298.0;0;0;0;52;2014-03-10;4237;625;35;169;58;17;35;939;0.012987911145536529;76;1;4;3;6;14;1;0;0;0;1;1;0;0
10708;1978;2;1;36975.0;1;0;1;50;2013-12-28;4309;10;6;11;0;4;2;33;0.0008924949290060852;47;1;1;0;3;5;7;0;0;0;0;0;0;0
6583;1955;2;2;72635.0;0;0;0;54;2013-06-03;4517;390;22;323;104;35;107;981;0.013505885592345288;70;1;6;8;6;21;3;1;0;0;0;0;0;0
3641;1976;3;2;13624.0;1;0;1;93;2013-01-20;4651;10;2;15;2;1;6;36;0.0026423957721667646;49;2;2;0;3;7;6;0;0;0;0;0;0;0
10156;1975;3;1;84196.0;0;1;1;56;2013-06-03;4517;215;63;507;231;31;190;1237;0.014691909354363628;50;1;8;4;7;20;3;0;0;0;0;0;0;0
4299;1960;3;3;70971.0;0;1;1;28;2012-09-21;4772;1001;17;572;93;125;17;1825;0.025714728551098336;65;7;11;11;5;34;7;0;0;0;0;0;1;0
3469;1977;5;4;34487.0;1;1;2;94;2012-09-06;4787;19;18;33;24;1;8;103;0.0029866326441847653;48;3;3;0;3;9;9;0;0;0;0;0;0;0
5063;1977;3;1;28769.0;1;0;1;76;2012-12-18;4684;41;5;129;10;3;3;191;0.006639090687893218;48;3;4;1;4;12;9;0;0;0;0;0;0;0
10727;1970;5;2;69084.0;1;0;1;43;2013-11-19;4348;1181;107;199;39;30;30;1586;0.022957558913786116;55;2;7;3;13;25;8;0;0;0;0;0;0;0
9624;1958;5;3;65488.0;0;0;0;46;2014-06-13;4142;603;45;207;36;18;54;963;0.01470498411922795;67;1;3;4;6;14;1;0;0;0;0;0;0;0
4376;1960;2;1;32218.0;0;0;0;27;2014-02-15;4260;10;24;15;13;1;30;93;0.002886585138742318;65;1;2;1;3;7;7;0;0;1;0;0;1;0
8923;1973;3;1;83917.0;0;0;0;12;2013-04-18;4563;514;22;732;42;198;79;1587;0.018911543548982925;52;1;6;7;7;21;3;0;0;0;0;0;1;0
8461;1962;3;4;46102.0;2;1;3;3;2014-03-10;4237;14;0;1;0;0;1;16;0.0003470565268318077;63;1;1;0;2;4;7;0;0;0;0;0;0;0
6945;1952;3;1;84574.0;0;0;0;72;2013-06-04;4516;387;20;713;38;54;163;1375;0.01625795161633599;73;1;9;11;11;32;5;0;0;0;0;0;0;0
944;1962;3;2;56181.0;0;1;1;6;2013-01-08;4663;121;103;69;8;44;48;393;0.006995247503604422;63;1;4;2;7;14;4;0;0;0;0;0;0;0
1907;1950;4;4;63120.0;0;1;1;53;2012-09-28;4765;965;69;279;54;41;69;1477;0.023399873257287707;75;5;8;4;9;26;7;0;0;0;0;0;1;0
701;1971;3;2;73691.0;0;1;1;58;2013-11-06;4361;707;21;250;85;43;73;1179;0.015999240070022118;54;2;6;2;8;18;2;0;0;1;0;0;0;0
4149;1948;5;3;76140.0;0;0;0;57;2014-05-13;4173;586;66;653;17;0;26;1348;0.017704229051746782;77;1;5;9;6;21;2;0;0;0;0;0;0;0
2131;1959;5;4;62859.0;0;1;1;37;2012-12-30;4672;1063;89;102;16;12;25;1307;0.02079256749232409;66;4;9;4;6;23;6;0;0;0;0;0;0;0
2942;1964;3;1;45906.0;0;1;1;20;2013-05-07;4544;305;3;27;4;3;144;486;0.010586851391974905;61;2;5;4;4;15;5;0;0;1;0;0;0;0
1173;1947;4;3;77632.0;0;0;0;73;2013-03-10;4602;1200;105;758;0;42;147;2252;0.029008656224237428;78;1;4;2;6;13;2;0;0;0;1;1;1;0
4381;1971;5;2;46463.0;1;1;2;56;2013-08-18;4441;163;2;40;8;11;11;235;0.0050577879172675035;54;7;3;1;6;17;6;0;0;0;0;0;0;0
4611;1970;3;3;105471.0;0;0;0;36;2013-01-21;4650;1009;181;104;202;21;207;1724;0.01634572536526628;55;0;9;8;13;30;3;1;0;0;0;1;1;0
3376;1970;4;4;55282.0;1;0;1;9;2013-12-13;4324;125;6;73;8;4;19;235;0.004250931587135053;55;1;3;1;6;11;4;0;0;0;0;0;0;0
4679;1977;4;2;78710.0;0;1;1;42;2014-05-23;4163;721;0;152;119;50;50;1092;0.013873713632321179;48;3;7;6;12;28;4;0;0;0;0;0;0;0
10928;1958;3;3;66886.0;0;1;1;28;2013-09-16;4412;315;4;62;41;31;146;599;0.008955536285620309;67;2;7;1;7;17;5;0;0;0;0;0;0;0
4248;1960;4;1;98777.0;0;0;0;23;2014-02-17;4258;1000;19;711;125;115;38;2008;0.020328619010498396;65;0;4;6;9;19;1;0;0;0;1;0;0;0
6728;1985;3;3;29103.0;1;0;1;38;2012-08-27;4797;16;0;17;6;3;6;48;0.0016493145036594165;40;2;1;0;3;6;9;0;0;0;0;0;0;0
6661;1974;3;2;67445.0;0;1;1;63;2012-08-12;4812;757;80;217;29;80;11;1174;0.01740677589146712;51;5;9;6;12;32;6;0;0;0;0;0;0;0
4725;1950;5;3;50616.0;0;1;1;71;2014-04-13;4203;30;2;25;0;1;9;67;0.0013236921131657973;75;1;1;1;4;7;2;0;0;0;0;0;0;0
3277;1955;3;4;49431.0;0;1;1;9;2012-08-03;4821;219;3;100;26;0;17;365;0.0073840302644089745;70;2;7;1;5;15;8;0;0;0;0;0;0;0
5555;1975;3;4;153924.0;0;0;0;81;2014-02-07;4268;1;1;1;1;1;1;6;3.898027598035394e-05;50;0;0;0;0;0;0;0;0;0;0;0;0;0
2564;1953;3;3;61278.0;0;1;1;87;2014-01-04;4302;111;3;28;2;6;15;165;0.0026926466268481345;72;2;3;1;4;10;6;0;0;0;0;0;0;0
3867;1947;5;3;73059.0;0;1;1;36;2013-08-31;4428;410;112;420;0;82;71;1095;0.014987886502689608;78;1;9;3;13;26;4;0;0;0;0;0;0;0
6940;1966;5;1;46734.0;1;2;3;86;2013-10-21;4377;100;1;39;6;1;76;223;0.004771686566525442;59;4;3;2;3;12;6;0;0;1;0;0;0;0
55;1963;3;3;56253.0;0;1;1;83;2012-12-07;4695;509;0;65;7;11;5;597;0.010612767319076316;62;4;7;2;9;22;6;0;0;0;0;0;0;0
5084;1975;3;6;58330.0;0;1;1;87;2013-12-25;4312;445;53;213;104;98;151;1064;0.018241042345276872;50;1;6;4;13;24;4;0;0;0;0;0;0;0
1777;1980;1;2;25965.0;0;0;0;29;2012-09-07;4786;2;2;11;41;7;11;74;0.00284999037165415;45;1;2;0;3;6;8;0;0;0;0;0;0;0
8162;1956;4;3;14661.0;0;0;0;88;2013-01-01;4670;4;1;11;6;2;2;26;0.0017734124548120865;69;1;1;0;3;5;6;0;0;0;0;0;0;0
10826;1959;3;2;18690.0;0;0;0;77;2012-12-28;4674;6;1;7;23;4;19;60;0.0032102728731942215;66;1;1;1;2;5;8;0;0;0;0;0;0;0
8754;1974;5;3;45068.0;0;1;1;25;2013-05-16;4535;14;0;3;0;0;3;20;0.0004437738528445904;51;1;1;0;2;4;7;0;0;0;0;0;0;0
1987;1987;1;1;21063.0;1;0;1;34;2013-09-25;4403;1;10;11;19;3;15;59;0.0028011204481792717;38;2;2;0;3;7;6;0;0;0;0;0;0;0
11007;1968;5;2;29187.0;1;0;1;43;2013-05-09;4542;26;0;6;0;0;2;34;0.0011649021824785006;57;1;1;0;3;5;8;0;0;0;0;0;0;0
7426;1971;2;2;54690.0;1;1;2;76;2013-11-07;4360;111;16;37;7;9;18;198;0.0036204059243006032;54;3;3;1;5;12;3;0;0;0;0;0;0;0
9153;1964;5;2;59304.0;0;1;1;81;2013-07-29;4461;418;61;428;80;51;10;1048;0.017671657898286793;61;3;7;8;10;28;5;0;0;0;0;0;0;0
10379;1962;4;1;59247.0;0;2;2;87;2013-11-08;4359;327;9;122;19;14;83;574;0.009688254257599541;63;5;5;2;9;21;6;0;0;0;0;0;0;0
9204;1970;3;6;66731.0;0;1;1;33;2012-09-12;4781;371;159;194;58;106;141;1029;0.01542011958460086;55;4;4;3;6;17;3;0;0;0;0;0;0;0
3197;1980;3;2;77353.0;0;1;1;38;2013-12-16;4321;275;59;107;69;101;59;670;0.008661590371414167;45;2;6;4;8;20;4;0;0;0;0;0;0;0
6961;1974;3;2;26751.0;2;0;2;26;2014-05-22;4164;1;1;5;0;3;1;11;0.0004111995813240627;51;1;1;0;2;4;8;0;0;0;0;0;0;0
4673;1963;5;2;81300.0;0;1;1;17;2012-10-30;4733;1004;12;145;32;12;36;1241;0.015264452644526446;62;3;10;3;5;21;5;1;0;0;0;0;1;0
9937;1979;3;1;70337.0;0;0;0;75;2014-01-02;4304;187;81;149;25;43;91;576;0.008189146537384307;46;1;2;2;12;17;1;0;0;0;0;0;0;0
8779;1985;2;2;36145.0;1;0;1;13;2013-06-16;4504;56;4;76;17;1;18;172;0.004758611149536589;40;4;4;1;3;12;9;0;0;1;0;0;1;0
9596;1980;5;1;65295.0;0;0;0;19;2013-12-23;4314;365;32;117;34;110;6;664;0.010169231947316027;45;1;3;3;13;20;2;0;0;0;0;0;0;0
2891;1963;3;4;68118.0;0;1;1;51;2013-10-18;4380;595;23;123;10;23;154;928;0.013623418186088846;62;2;8;9;4;23;6;0;0;0;0;0;0;0
4910;1967;3;4;68743.0;0;0;0;81;2012-08-30;4794;1132;134;384;175;134;115;2074;0.030170344616906448;58;1;11;5;13;30;7;0;0;0;0;0;0;0
75;1982;2;3;41039.0;0;0;0;32;2013-07-25;4465;34;11;137;179;61;45;467;0.011379419576500401;43;1;8;1;5;15;8;0;0;0;0;0;0;0
